INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE,AREA_UNIQUE,AGE
1183,2012,105,1,1,3,Normal_sale,1,1962,Others,NoSeWa,Paved,RH,9627210,Chrompet,50
1352,2011,171,2,2,4,Abnormal,1,1991,Commercial,NoSeWa,Gravel,I,10937250,Karapakkam,20
1245,2011,198,1,1,3,Abnormal,1,1994,Others,AllPub,Paved,I,7830375,Karapakkam,17
1144,2012,140,1,1,3,Family,0,1973,House,NoSeWa,No Access,RH,7464800,Chrompet,39
1950,2011,149,3,2,5,Abnormal,1,1995,House,NoSeWa,Gravel,RL,11266200,Velachery,16
1083,2007,31,1,1,3,Partial,0,1995,Others,ELO,Gravel,RM,9519460,Chrompet,12
923,2011,9,1,1,3,Abnormal,0,1993,Commercial,ELO,No Access,C,8984810,Adayar,18
631,2011,91,1,1,2,Partial,1,1978,House,NoSeWa,Gravel,RL,8141330,Adayar,33
1829,2007,121,2,1,5,Normal_sale,0,1965,Commercial,ELO,No Access,RM,19806350,Anna_Nagar,42
1969,2007,102,2,1,5,Adjland,1,1988,Others,ELO,Gravel,RH,15342740,Anna_Nagar,19
1128,2008,100,1,1,3,Family,0,1958,Others,AllPub,Gravel,RL,9985710,Chrompet,50
2278,2009,54,4,2,6,Adjland,1,1997,House,NoSeWa,Paved,RL,12527740,KK_Nagar,12
1940,2007,34,3,2,5,Normal_sale,1,1979,Commercial,AllPub,Gravel,RL,17797530,Velachery,28
966,2014,2,1,1,3,Normal_sale,0,1966,House,AllPub,Gravel,RL,8952550,Chrompet,48
2333,2011,193,4,2,6,Normal_sale,0,1991,Commercial,NoSeWa,Paved,RH,17171100,KK_Nagar,20
1661,2014,131,1,1,4,Abnormal,0,1985,House,AllPub,Paved,RM,12356960,Anna_Nagar,29
958,2015,88,1,1,3,Abnormal,1,1971,Commercial,AllPub,Paved,RL,12473300,Chrompet,44
1845,2015,159,2,1,5,Partial,1,1988,House,ELO,No Access,RL,12053080,Anna_Nagar,27
1672,2007,190,2,1,4,Abnormal,1,2004,House,NoSeWa,Paved,A,7512030,Velachery,3
1097,2007,31,1,1,3,Normal_sale,1,2005,Commercial,AllPub,No Access,RH,12764450,Chrompet,2
1986,2011,9,3,2,5,Family,1,1997,House,NoSeWa,Paved,RH,10509200,KK_Nagar,14
1083,2007,176,1,1,3,Abnormal,0,1976,House,NoSeWa,No Access,RH,7155650,Chrompet,31
1218,2011,163,2,1,4,Family,1,2002,Commercial,ELO,No Access,RH,12919650,Chrompet,9
1903,2010,5,2,1,5,Normal_sale,0,1982,Others,NoSeWa,No Access,RM,13953400,T_Nagar,28
1003,2010,92,1,1,3,Adjland,0,1992,Commercial,NoSeWa,No Access,A,6329250,Karapakkam,18
1133,2013,198,1,1,3,Abnormal,1,1980,Others,AllPub,No Access,RL,9728460,Chrompet,33
1494,2008,157,2,1,4,Abnormal,0,1989,House,AllPub,Paved,RM,9354680,KK_Nagar,19
1404,2010,66,2,2,4,Family,0,1975,House,ELO,Gravel,C,6569750,Karapakkam,35
964,2012,166,1,1,3,Partial,1,1969,Others,NoSeWa,Paved,RM,10066680,Chrompet,43
1595,2010,131,2,2,4,Normal_sale,1,1990,Others,NoSeWa,No Access,RM,9495375,Karapakkam,20
919,2012,42,1,1,3,Adjland,1,2002,Commercial,NoSeWa,Paved,RL,12217100,Chrompet,10
1018,2009,30,1,1,3,Adjland,1,1979,Others,AllPub,Gravel,RM,11139610,Chrompet,30
1660,2012,134,1,1,4,Abnormal,0,1993,Others,AllPub,Paved,RM,13603120,T_Nagar,19
796,2011,191,1,1,2,Adjland,1,1977,Commercial,ELO,Gravel,RL,11578050,Chrompet,34
2416,2009,111,4,2,6,Adjland,0,2005,Others,NoSeWa,Paved,RL,12966920,KK_Nagar,4
740,2007,21,1,1,2,Partial,0,1968,Commercial,NoSeWa,No Access,RL,9263000,Chrompet,39
1638,2012,15,1,1,4,Adjland,1,1988,House,NoSeWa,No Access,RM,12727790,Anna_Nagar,24
1857,2006,14,3,2,5,Abnormal,1,1981,Commercial,NoSeWa,No Access,RL,16185010,Velachery,25
924,2010,181,1,1,3,Adjland,1,1992,Others,AllPub,Gravel,RM,9114000,Karapakkam,18
600,2008,96,1,1,2,Normal_sale,1,1990,Others,ELO,No Access,RH,6826655,Adayar,18
1964,2010,187,3,2,5,Abnormal,0,1979,House,AllPub,Gravel,I,9329030,Velachery,31
758,2010,43,1,1,2,Adjland,1,1976,House,NoSeWa,Gravel,RH,6988500,Karapakkam,34
1782,2011,88,2,1,4,Normal_sale,1,1977,Others,NoSeWa,No Access,RM,11671340,Velachery,34
1282,2008,63,2,2,4,Abnormal,1,1977,Others,NoSeWa,Gravel,A,9202070,Adayar,31
971,2008,91,1,1,3,Partial,0,1992,Commercial,NoSeWa,Gravel,RL,12038850,Chrompet,16
1937,2010,4,3,2,5,Family,1,1967,Others,AllPub,Paved,RM,12782260,KK_Nagar,43
968,2008,49,1,1,3,Adjland,1,1980,Others,ELO,Gravel,RL,10521855,Adayar,28
1628,2012,185,2,2,4,Normal_sale,0,1995,Others,NoSeWa,Gravel,C,7150500,Karapakkam,17
1438,2010,77,2,2,4,Abnormal,0,1992,Others,ELO,No Access,RH,6717750,Karapakkam,18
956,2009,16,1,1,3,Adjland,1,1977,House,AllPub,Gravel,RL,9899250,Chrompet,32
1207,2010,145,1,1,3,Family,0,1978,House,AllPub,No Access,RH,5962250,Karapakkam,32
1561,2010,70,2,1,4,Abnormal,0,1997,Commercial,NoSeWa,Paved,RL,13489720,KK_Nagar,13
1190,2007,56,1,1,3,Abnormal,0,1990,Commercial,AllPub,Paved,RH,12631750,Chrompet,17
1527,2012,176,2,1,4,Partial,0,1997,Others,NoSeWa,Paved,C,7738440,Velachery,15
581,2009,128,1,1,2,Family,1,1993,Commercial,ELO,Gravel,I,7238000,Karapakkam,16
519,2009,13,1,1,2,Partial,1,1991,Commercial,NoSeWa,No Access,RL,6802000,Karapakkam,18
1290,2010,149,1,1,3,Normal_sale,1,1990,House,ELO,Gravel,RM,9433250,Karapakkam,20
1274,2007,10,2,1,4,Normal_sale,1,1992,House,ELO,No Access,RH,9173450,Chrompet,15
1537,2010,65,2,2,4,Adjland,0,1983,Commercial,ELO,Paved,RL,12075000,Karapakkam,27
1806,2004,71,3,2,5,Partial,1,1970,House,AllPub,Paved,RM,10885120,Velachery,34
1288,2010,190,2,1,4,Partial,1,2002,Commercial,NoSeWa,Gravel,RM,15733300,Chrompet,8
730,2011,9,1,1,2,Family,0,2005,Commercial,ELO,Paved,C,5198500,Karapakkam,6
845,2014,101,1,1,3,Family,0,2005,Commercial,NoSeWa,Paved,RL,10673850,Chrompet,9
1124,2008,141,1,1,3,Normal_sale,0,1993,Others,NoSeWa,Paved,RH,8243880,Chrompet,15
1833,2011,190,3,2,5,Normal_sale,1,2004,House,ELO,Gravel,RH,10922160,Velachery,7
944,2012,132,1,1,3,Family,0,1978,Commercial,NoSeWa,Paved,RL,11663500,Chrompet,34
1754,2012,118,1,1,4,Family,0,1996,Others,NoSeWa,Paved,RH,11960070,Anna_Nagar,16
875,2013,39,1,1,3,Abnormal,1,1995,Commercial,NoSeWa,Paved,RL,11953500,Chrompet,18
1853,2008,158,2,1,5,Family,1,1979,House,NoSeWa,No Access,RM,13552840,T_Nagar,29
1562,2014,161,1,1,4,Adjland,1,1995,Commercial,NoSeWa,No Access,RH,17314380,Anna_Nagar,19
1707,2012,48,2,1,4,Family,0,1977,House,AllPub,Gravel,RH,9125100,Velachery,35
998,2009,140,1,1,3,Partial,1,1995,Others,NoSeWa,Gravel,A,7857455,Adayar,14
1675,2010,34,2,2,4,Normal_sale,1,1984,House,AllPub,No Access,RH,8297500,Karapakkam,26
1792,2014,156,1,1,4,Family,0,2004,Commercial,ELO,Gravel,RM,20697270,Anna_Nagar,10
1786,2010,74,3,2,5,Family,0,1983,House,NoSeWa,Gravel,RL,9960280,KK_Nagar,27
1644,2007,66,1,1,4,Normal_sale,0,1973,Others,AllPub,No Access,RH,11681720,Anna_Nagar,34
1575,2008,172,1,1,4,Partial,0,1988,House,NoSeWa,No Access,RL,10002210,T_Nagar,20
1463,2010,74,2,2,4,Normal_sale,1,1970,Others,NoSeWa,Gravel,C,8110875,Karapakkam,40
736,2011,79,1,1,2,Adjland,1,1988,House,NoSeWa,No Access,RH,7839405,Adayar,23
1050,2012,198,1,1,3,Family,1,1991,House,NoSeWa,Paved,RM,9993600,Chrompet,21
2047,2008,70,3,2,5,Normal_sale,1,1989,Others,NoSeWa,Paved,RL,11992920,KK_Nagar,19
632,2009,50,1,1,2,Abnormal,1,1998,Others,NoSeWa,Paved,RM,8899500,Adayar,11
811,2011,192,1,1,3,Partial,1,1971,Commercial,NoSeWa,No Access,A,8824390,Adayar,40
1087,2009,141,1,1,3,Normal_sale,0,2007,Others,AllPub,Paved,C,8257475,Adayar,2
1607,2011,77,2,2,4,Partial,0,1964,Others,AllPub,Gravel,C,7404375,Karapakkam,47
775,2008,127,1,1,2,Normal_sale,0,1985,Others,NoSeWa,Paved,RL,7726750,Chrompet,23
1925,2004,38,3,2,5,Family,0,1998,House,ELO,Gravel,C,8372550,Velachery,6
1593,2010,6,2,2,4,Abnormal,1,1987,Others,NoSeWa,No Access,I,7993125,Karapakkam,23
725,2007,2,1,1,2,Normal_sale,0,1987,Others,NoSeWa,No Access,RM,8071375,Adayar,20
1717,2011,115,2,1,4,Abnormal,0,1990,Commercial,AllPub,Paved,RL,14350560,KK_Nagar,21
1223,2011,70,2,1,4,Abnormal,0,1991,House,AllPub,Gravel,RM,10501150,Chrompet,20
1574,2011,102,1,1,4,Abnormal,0,1986,House,NoSeWa,Paved,RL,11235770,Anna_Nagar,25
1876,2009,50,3,2,5,Family,1,1987,Commercial,NoSeWa,Gravel,RL,16527040,KK_Nagar,22
1897,2007,1,3,2,5,Adjland,0,1975,House,NoSeWa,No Access,RM,10040100,Velachery,32
975,2007,147,1,1,3,Abnormal,0,1975,Others,AllPub,Gravel,RH,8345750,Chrompet,32
1618,2010,98,1,1,4,Family,1,1984,Others,NoSeWa,Paved,RH,12611320,T_Nagar,26
1582,2009,50,2,1,4,Adjland,0,1994,Others,ELO,Paved,C,8155260,Velachery,15
1050,2008,195,1,1,3,Normal_sale,1,1997,Commercial,NoSeWa,Gravel,RM,14414750,Chrompet,11
1894,2013,189,2,1,5,Adjland,1,1985,Others,ELO,No Access,RL,14310420,Anna_Nagar,28
2478,2010,93,4,2,6,Partial,1,2003,Commercial,NoSeWa,Paved,RL,19600940,KK_Nagar,7
1627,2008,50,1,1,4,Abnormal,0,1991,House,AllPub,Gravel,RL,12093600,Anna_Nagar,17
1652,2010,145,2,2,4,Family,0,1974,House,AllPub,No Access,C,5999250,Karapakkam,36
1685,2011,56,2,2,4,Partial,1,1981,Others,NoSeWa,Paved,I,8895625,Karapakkam,30
1707,2007,184,1,1,4,Normal_sale,0,2001,Commercial,ELO,Gravel,RM,20192150,Anna_Nagar,6
1528,2004,125,2,1,4,Normal_sale,1,1998,House,ELO,No Access,I,8192790,Velachery,6
1885,2014,109,2,1,5,Partial,1,1973,House,NoSeWa,Paved,RL,13501410,Anna_Nagar,41
871,2014,47,1,1,3,Adjland,0,1996,House,ELO,No Access,RM,7373000,Chrompet,18
1463,2010,19,2,2,4,Normal_sale,0,1981,House,NoSeWa,No Access,C,5885000,Karapakkam,29
1878,2007,44,2,1,5,Adjland,1,1993,Others,NoSeWa,No Access,RM,15496160,Anna_Nagar,14
1513,2009,72,2,1,4,Normal_sale,1,1961,Others,AllPub,No Access,C,8008950,Velachery,48
730,2009,73,1,1,2,Abnormal,0,1975,Commercial,NoSeWa,No Access,C,4886000,Karapakkam,34
1912,2007,194,2,1,5,Abnormal,0,1960,Commercial,NoSeWa,Paved,RL,21107310,T_Nagar,47
2411,2009,143,4,2,6,Normal_sale,0,1981,Others,NoSeWa,Gravel,RH,12520540,KK_Nagar,28
1854,2010,92,2,1,5,Adjland,0,1974,Others,NoSeWa,No Access,RL,13173400,T_Nagar,36
1239,2010,166,1,1,3,Adjland,0,2004,House,ELO,No Access,I,5281500,Karapakkam,6
1532,2011,60,2,1,4,Partial,1,1979,Commercial,NoSeWa,Paved,RH,13405440,KK_Nagar,32
947,2010,112,1,1,3,Partial,1,1985,Others,NoSeWa,Gravel,RM,8709375,Karapakkam,25
1610,2011,149,2,2,4,Adjland,1,1969,Commercial,NoSeWa,Paved,RH,12876250,Karapakkam,42
808,2006,39,1,1,3,Normal_sale,0,1990,Commercial,NoSeWa,No Access,RH,9544050,Chrompet,16
1653,2009,27,2,1,4,Normal_sale,1,1983,Others,NoSeWa,Paved,RL,11222760,KK_Nagar,26
1609,2005,44,2,1,4,Partial,1,1977,House,NoSeWa,Paved,RH,9588670,Velachery,28
1232,2013,151,2,1,4,Abnormal,1,1982,House,NoSeWa,No Access,RL,9371100,Chrompet,31
1511,2012,72,2,1,4,Family,0,1979,House,NoSeWa,Gravel,A,6702360,Velachery,33
1072,2014,182,1,1,3,Adjland,1,1965,Commercial,NoSeWa,Paved,RH,12893150,Chrompet,49
1291,2007,112,2,2,4,Adjland,0,1983,Others,NoSeWa,Gravel,I,10168445,Adayar,24
1771,2007,37,1,1,4,Family,0,2004,House,AllPub,Paved,RH,11123540,Anna_Nagar,3
1886,2011,53,2,1,5,Normal_sale,0,1990,Others,AllPub,Gravel,RM,15416110,T_Nagar,21
1540,2007,20,2,1,4,Normal_sale,1,1996,House,NoSeWa,Paved,I,8174460,Velachery,11
890,2012,143,1,1,3,Adjland,1,1978,Commercial,NoSeWa,No Access,RL,11492450,Chrompet,34
1754,2008,184,1,1,4,Normal_sale,1,2005,Others,NoSeWa,Paved,RH,13330820,Anna_Nagar,3
1179,2014,162,1,1,3,Abnormal,1,1989,House,NoSeWa,Paved,RL,10044200,Chrompet,25
1770,2005,138,2,1,4,Partial,0,1995,House,ELO,Paved,RH,8548080,Velachery,10
1833,2006,164,3,2,5,Adjland,1,1984,Commercial,NoSeWa,Paved,RH,15741200,Velachery,22
1122,2011,32,1,1,3,Abnormal,0,1965,House,ELO,Paved,I,7498275,Adayar,46
1635,2011,196,2,2,4,Abnormal,0,1996,Commercial,NoSeWa,Gravel,C,10763000,Karapakkam,15
1514,2008,6,1,1,4,Family,0,1980,Others,AllPub,No Access,RM,12047650,Anna_Nagar,28
1242,2009,196,2,2,4,Family,1,1974,House,NoSeWa,Gravel,I,9378485,Adayar,35
1650,2010,129,2,1,4,Normal_sale,1,1968,Commercial,NoSeWa,Paved,RH,14278260,KK_Nagar,42
1594,2006,154,2,1,4,Abnormal,1,1975,Others,NoSeWa,Paved,I,9865200,Velachery,31
1217,2009,189,2,2,4,Partial,0,1979,Commercial,ELO,Paved,RL,14178675,Adayar,30
1129,2010,124,1,1,3,Adjland,0,1996,Others,ELO,Paved,RL,9214930,Chrompet,14
1215,2008,199,2,2,4,Normal_sale,0,1972,Commercial,NoSeWa,Gravel,RM,15103540,Adayar,36
604,2012,156,1,1,2,Abnormal,1,2002,Others,AllPub,No Access,I,6322560,Adayar,10
2382,2011,49,4,2,6,Family,0,1990,Commercial,NoSeWa,Gravel,RL,18192700,KK_Nagar,21
1347,2012,41,2,2,4,Family,0,1964,Others,ELO,Gravel,RL,8268875,Karapakkam,48
1569,2010,66,2,2,4,Adjland,0,2008,House,AllPub,Gravel,RH,8792500,Karapakkam,2
1143,2015,105,1,1,3,Normal_sale,1,1990,Others,NoSeWa,No Access,RH,9305660,Chrompet,25
585,2010,101,1,1,2,Adjland,1,1984,House,NoSeWa,No Access,A,3906750,Karapakkam,26
1958,2006,154,3,2,5,Partial,0,1971,Others,NoSeWa,Gravel,C,9491790,Velachery,35
977,2011,39,1,1,3,Partial,0,1976,Commercial,NoSeWa,Paved,C,7095250,Karapakkam,35
1483,2010,21,2,2,4,Adjland,1,1965,Others,NoSeWa,Gravel,RH,10032375,Karapakkam,45
843,2010,99,1,1,3,Abnormal,0,1985,Others,AllPub,Paved,RL,7812910,Chrompet,25
1464,2011,185,2,2,4,Partial,1,1970,Others,NoSeWa,Gravel,I,8988750,Karapakkam,41
858,2008,149,1,1,3,Family,1,1999,House,NoSeWa,Paved,RM,9563095,Adayar,9
1681,2007,93,1,1,4,Normal_sale,0,2002,Commercial,ELO,No Access,RL,18312300,Anna_Nagar,5
1617,2008,18,2,1,4,Abnormal,0,1995,Commercial,NoSeWa,Gravel,A,12167290,Velachery,13
1519,2007,115,1,1,4,Family,1,1994,Commercial,NoSeWa,No Access,RM,18169910,T_Nagar,13
1497,2010,170,2,2,4,Family,0,1981,Others,AllPub,No Access,RL,8164875,Karapakkam,29
1940,2010,163,2,1,5,Family,0,1985,Others,AllPub,Gravel,RL,14198960,Anna_Nagar,25
1523,2012,79,2,2,4,Abnormal,1,1989,House,ELO,No Access,I,6916250,Karapakkam,23
1615,2009,106,2,2,4,Adjland,1,1979,Commercial,ELO,Paved,I,12288250,Karapakkam,30
1526,2009,62,2,1,4,Partial,1,1993,Others,AllPub,Gravel,C,9091390,Velachery,16
821,2010,79,1,1,3,Adjland,0,1998,Others,NoSeWa,No Access,RH,6678470,Chrompet,12
1678,2006,19,2,1,4,Adjland,1,1975,Commercial,NoSeWa,Gravel,C,14452540,Velachery,31
714,2010,92,1,1,2,Abnormal,1,1997,House,NoSeWa,Paved,RL,8144950,Chrompet,13
1804,2009,75,3,2,5,Partial,1,1978,Others,NoSeWa,Gravel,RH,11065040,KK_Nagar,31
884,2013,104,1,1,3,Adjland,1,1979,House,NoSeWa,Paved,RM,9668900,Chrompet,34
2321,2008,18,4,2,6,Normal_sale,0,1953,House,AllPub,Gravel,RH,11291220,KK_Nagar,55
1603,2009,70,2,2,4,Normal_sale,1,1962,Commercial,NoSeWa,Paved,RM,14077500,Karapakkam,47
1604,2012,188,1,1,4,Partial,1,1983,Others,NoSeWa,Paved,RL,12985460,Anna_Nagar,29
1744,2009,159,1,1,4,Family,1,1994,House,ELO,Gravel,RM,13832030,Anna_Nagar,15
1097,2006,132,1,1,3,Partial,0,1991,House,AllPub,Gravel,RL,8792100,Chrompet,15
1535,2008,50,1,1,4,Adjland,0,1977,Commercial,AllPub,Gravel,RH,18163890,T_Nagar,31
1696,2011,63,2,1,4,Abnormal,0,2002,Others,ELO,Paved,RH,9475100,Velachery,9
1868,2012,157,2,1,5,Partial,1,1974,Others,ELO,No Access,RH,13107540,Anna_Nagar,38
1539,2008,39,1,1,4,Abnormal,0,1965,Others,NoSeWa,No Access,RH,10959440,Anna_Nagar,43
1074,2006,140,1,1,3,Abnormal,1,1974,Commercial,AllPub,Paved,RM,14048900,Chrompet,32
736,2007,167,1,1,2,Adjland,0,1989,Commercial,AllPub,Gravel,RH,10316800,Chrompet,18
1445,2011,111,2,2,4,Family,0,1982,Commercial,NoSeWa,No Access,C,8783500,Karapakkam,29
1978,2009,193,2,1,5,Normal_sale,1,2004,House,NoSeWa,Paved,RL,13831750,Anna_Nagar,5
1896,2011,182,3,2,5,Partial,0,2004,Others,NoSeWa,Paved,RL,10461400,KK_Nagar,7
1673,2009,47,2,1,4,Adjland,1,1979,Commercial,NoSeWa,Gravel,RM,16280140,KK_Nagar,30
2334,2009,153,4,2,6,Family,0,1971,Commercial,AllPub,Paved,RH,17422560,KK_Nagar,38
1114,2014,106,1,1,3,Partial,0,2003,House,AllPub,Gravel,RM,9214700,Chrompet,11
776,2012,97,1,1,2,Normal_sale,1,2002,House,ELO,Paved,RL,8237550,Chrompet,10
1675,2010,185,2,2,4,Adjland,1,1978,Others,AllPub,Paved,RL,10893375,Karapakkam,32
1118,2012,145,1,1,3,Normal_sale,1,1995,House,NoSeWa,No Access,RH,8351070,Adayar,17
792,2007,93,1,1,2,Partial,0,1997,Commercial,AllPub,Paved,I,9522150,Adayar,10
1658,2007,19,2,1,4,Normal_sale,1,1984,Commercial,NoSeWa,Paved,I,14086140,Velachery,23
1577,2009,113,2,2,4,Family,1,1985,Others,NoSeWa,No Access,A,6687375,Karapakkam,24
1109,2009,60,1,1,3,Adjland,0,1985,Others,ELO,Paved,RM,10078530,Chrompet,24
1257,2012,35,2,1,4,Partial,0,2004,Commercial,NoSeWa,Gravel,RL,13773700,Chrompet,8
1758,2008,14,2,1,4,Family,0,1990,House,NoSeWa,Paved,RH,8850660,KK_Nagar,18
1964,2010,128,3,2,5,Normal_sale,1,1971,Others,NoSeWa,No Access,I,10705950,Velachery,39
1777,2009,139,1,1,4,Adjland,1,1992,Others,ELO,Gravel,RH,14138950,Anna_Nagar,17
1438,2010,27,2,1,4,Family,1,1972,Commercial,NoSeWa,Gravel,RL,13750340,KK_Nagar,38
1280,2013,78,2,1,4,Family,0,1958,Others,AllPub,Paved,RM,10700200,Chrompet,55
947,2008,151,1,1,3,Adjland,1,1991,House,ELO,No Access,RL,8931410,Adayar,17
1584,2010,11,2,1,4,Adjland,0,1962,House,NoSeWa,No Access,RL,8183130,Velachery,48
1763,2011,79,2,1,4,Abnormal,1,1986,Others,NoSeWa,Gravel,RM,12182240,KK_Nagar,25
1566,2014,68,1,1,4,Partial,0,1991,Others,NoSeWa,Paved,RH,11225380,T_Nagar,23
1241,2010,62,2,2,4,Adjland,0,1998,Others,NoSeWa,Paved,RL,10568895,Adayar,12
1926,2004,150,3,2,5,Partial,0,2005,Commercial,NoSeWa,No Access,RL,14814620,Velachery,-1
1716,2008,113,2,1,4,Family,0,1959,House,NoSeWa,Paved,I,7777550,Velachery,49
1637,2010,192,2,1,4,Abnormal,1,1978,Others,AllPub,Paved,A,9014800,Velachery,32
1286,2014,103,2,1,4,Normal_sale,1,1981,Others,AllPub,No Access,RL,10675820,Chrompet,33
1694,2011,61,2,2,4,Abnormal,0,1982,Commercial,ELO,Paved,I,11405500,Karapakkam,29
770,2011,25,1,1,2,Abnormal,0,1990,Commercial,NoSeWa,Gravel,RH,9876750,Chrompet,21
790,2007,200,1,1,2,Normal_sale,0,1999,Commercial,NoSeWa,Gravel,I,9758035,Adayar,8
960,2008,166,1,1,3,Family,1,1965,Others,ELO,Paved,I,8428090,Adayar,43
1247,2009,185,1,1,3,Abnormal,1,1984,Commercial,AllPub,Gravel,I,10758000,Karapakkam,25
1227,2012,143,2,1,4,Normal_sale,1,1977,House,NoSeWa,No Access,RH,8845600,Chrompet,35
594,2011,195,1,1,2,Family,0,1988,House,AllPub,No Access,RM,5308500,Karapakkam,23
684,2011,101,1,1,2,Adjland,0,1967,House,NoSeWa,Gravel,A,3916750,Karapakkam,44
1717,2006,26,2,1,4,Normal_sale,0,1965,House,NoSeWa,No Access,I,7369890,Velachery,41
1195,2007,139,1,1,3,Partial,1,1971,Others,NoSeWa,Gravel,C,9640575,Adayar,36
825,2011,200,1,1,2,Normal_sale,1,2005,House,ELO,No Access,RM,6778000,Karapakkam,6
2498,2008,153,4,2,6,Partial,1,1997,Commercial,NoSeWa,Paved,RL,19200260,KK_Nagar,11
830,2012,93,1,1,2,Partial,0,2001,House,AllPub,No Access,I,4242000,Karapakkam,11
820,2009,16,1,1,3,Adjland,0,1997,House,AllPub,Gravel,RL,8254700,Chrompet,12
1647,2011,61,2,2,4,Family,1,1996,House,NoSeWa,No Access,RM,9499000,Karapakkam,15
847,2010,36,1,1,2,Family,1,1990,House,NoSeWa,No Access,RM,6814000,Karapakkam,20
1883,2008,97,3,2,5,Family,1,1980,Others,AllPub,Gravel,RH,11447860,KK_Nagar,28
1748,2007,76,2,1,4,Family,0,1989,Others,ELO,No Access,RM,9516880,Velachery,18
1621,2010,9,2,2,4,Normal_sale,0,1980,Others,NoSeWa,Paved,I,7580125,Karapakkam,30
2061,2008,64,3,2,5,Family,1,2000,House,NoSeWa,Paved,RL,11373980,KK_Nagar,8
1027,2013,4,1,1,3,Normal_sale,1,2006,Others,ELO,No Access,RL,9265490,Chrompet,7
920,2008,67,1,1,3,Normal_sale,1,1982,Others,AllPub,Paved,RL,9211400,Chrompet,26
1658,2010,110,1,1,4,Partial,0,1978,House,NoSeWa,No Access,RH,9615130,Anna_Nagar,32
876,2009,140,1,1,2,Family,1,1983,Others,NoSeWa,Paved,RH,6763000,Karapakkam,26
918,2010,99,1,1,3,Normal_sale,0,1993,Others,ELO,Paved,RM,8745660,Chrompet,17
750,2013,78,1,1,2,Partial,1,1992,Commercial,ELO,Paved,RL,10428000,Chrompet,21
1631,2014,137,1,1,4,Family,0,1977,House,NoSeWa,Paved,RH,10323980,Anna_Nagar,37
919,2009,111,1,1,3,Family,1,1979,Others,AllPub,No Access,RH,8802735,Adayar,30
1042,2011,82,1,1,3,Adjland,1,1990,House,ELO,Paved,I,6369250,Karapakkam,21
1954,2005,24,3,2,5,Family,0,1992,House,AllPub,Gravel,I,9484440,Velachery,13
1287,2009,19,1,1,3,Adjland,0,2003,Commercial,NoSeWa,Paved,C,9260750,Karapakkam,6
1793,2014,90,1,1,4,Partial,1,1983,House,NoSeWa,Paved,RL,13186280,Anna_Nagar,31
1642,2012,80,2,1,4,Partial,0,1975,Commercial,NoSeWa,No Access,I,11653680,Velachery,37
858,2011,160,1,1,2,Normal_sale,0,1995,Others,AllPub,Gravel,C,5601750,Karapakkam,16
1499,2009,130,2,1,4,Normal_sale,1,1987,Others,NoSeWa,Paved,RH,9789220,KK_Nagar,22
1828,2014,26,2,1,5,Partial,1,1975,Commercial,AllPub,No Access,RM,20581330,Anna_Nagar,39
717,2007,100,1,1,2,Family,1,1974,House,NoSeWa,Gravel,RH,7725200,Chrompet,33
1721,2011,33,2,1,4,Normal_sale,1,1982,House,AllPub,Paved,RL,10199400,KK_Nagar,29
787,2010,147,1,1,2,Partial,1,1969,Commercial,ELO,Gravel,RM,11703450,Chrompet,41
1265,2009,30,2,1,4,Adjland,0,1994,House,ELO,Gravel,RL,9735200,Chrompet,15
970,2007,152,1,1,3,Partial,1,1961,House,ELO,No Access,RH,7463750,Chrompet,46
1149,2011,52,1,1,3,Adjland,0,2006,Commercial,AllPub,Paved,RL,13734350,Chrompet,5
2232,2010,172,4,2,6,Normal_sale,1,1988,Others,NoSeWa,Gravel,RM,14074260,KK_Nagar,22
1587,2010,37,1,1,4,Family,1,1995,Commercial,AllPub,No Access,RH,17529450,Anna_Nagar,15
1891,2011,100,2,1,5,Family,1,1971,Commercial,AllPub,Paved,RH,21327550,T_Nagar,40
1916,2011,193,3,2,5,Family,0,1978,Others,AllPub,Gravel,RH,10655980,KK_Nagar,33
1812,2011,41,3,2,5,Abnormal,0,1996,Commercial,AllPub,Paved,RH,15074740,Velachery,15
1239,2010,78,1,1,3,Family,1,1965,Others,AllPub,No Access,A,5947625,Karapakkam,45
1536,2011,37,2,1,4,Family,1,2002,Commercial,ELO,No Access,RH,12946730,Velachery,9
2241,2008,10,4,2,6,Family,1,1973,House,AllPub,Paved,RM,12561300,KK_Nagar,35
1282,2009,137,2,1,4,Partial,0,1971,Commercial,NoSeWa,Gravel,RM,15195200,Chrompet,38
2235,2010,21,4,2,6,Adjland,0,1986,Commercial,NoSeWa,Paved,RM,18201340,KK_Nagar,24
1677,2011,55,1,1,4,Family,0,1984,House,AllPub,Paved,RH,10617090,Anna_Nagar,27
684,2009,82,1,1,2,Family,0,1982,Others,NoSeWa,Paved,A,4575925,Adayar,27
1360,2009,157,2,1,4,Normal_sale,1,1978,Commercial,NoSeWa,Paved,RH,12623360,KK_Nagar,31
895,2009,193,1,1,3,Abnormal,1,1979,Others,NoSeWa,Gravel,RL,9533400,Chrompet,30
1227,2011,104,2,1,4,Normal_sale,1,1987,Others,ELO,Paved,RL,10499240,Chrompet,24
